ocel_id;ocel_time
16478_leave_Loading Bay_fl3;2023-06-20 10:00:41
16480_leave_Terminal North_tr3;2023-06-20 10:00:45
16482_leave_Terminal North_fl3;2023-06-20 10:04:57
16483_leave_Terminal North_cr118;2023-06-20 10:04:57
16486_leave_Storage_fl3;2023-06-20 10:04:57
16488_leave_Terminal North_tr6;2023-06-20 10:04:58
16491_leave_Supplier_tr1;2023-06-20 10:06:57
16492_leave_Terminal North_fl3;2023-06-20 10:07:29
16493_leave_Terminal North_cr106;2023-06-20 10:07:29
16500_leave_Terminal South_fl2;2023-06-20 10:59:06
16501_leave_Terminal South_cr114;2023-06-20 10:59:06
16504_leave_Terminal North_fl1;2023-06-20 10:59:53
16505_leave_Terminal North_cr85;2023-06-20 10:59:53
16509_leave_Loading Bay_vh7;2023-06-20 11:00:00
16512_leave_Supplier Loading Area_tr5;2023-06-20 14:34:07
16513_leave_Supplier Loading Area_cr101;2023-06-20 14:34:07
16514_leave_Supplier Loading Area_tr2;2023-06-20 14:40:54
16515_leave_Supplier Loading Area_cr77;2023-06-20 14:40:54
16516_leave_Supplier Loading Area_tr1;2023-06-20 14:50:09
16517_leave_Supplier Loading Area_cr103;2023-06-20 14:50:09
16520_leave_Storage_fl3;2023-06-20 14:50:49
16522_leave_Terminal North_tr2;2023-06-20 14:50:51
16524_leave_Terminal North_fl3;2023-06-20 14:55:31
16525_leave_Terminal North_cr77;2023-06-20 14:55:31
16530_leave_Storage_fl1;2023-06-20 14:59:52
16532_leave_Terminal North_tr1;2023-06-20 15:00:00
16534_leave_Terminal North_fl1;2023-06-20 15:06:43
16535_leave_Terminal North_cr103;2023-06-20 15:06:43
16540_leave_Loading Bay_fl2;2023-06-20 15:48:24
16542_leave_Terminal South_tr5;2023-06-20 15:48:26
16544_leave_Terminal South_fl2;2023-06-20 15:52:37
16545_leave_Terminal South_cr101;2023-06-20 15:52:37
16548_leave_Truck Depot_tr4;2023-06-20 17:15:53
16550_leave_Supplier_tr4;2023-06-20 17:57:10
16551_leave_Truck Depot_tr2;2023-06-20 19:19:16
16553_leave_Supplier_tr2;2023-06-21 07:30:38
16556_leave_Supplier Loading Area_tr4;2023-06-21 08:24:38
16557_leave_Supplier Loading Area_cr124;2023-06-21 08:24:38
16558_leave_Truck Depot_tr1;2023-06-21 08:25:37
16560_leave_Supplier_tr1;2023-06-21 08:40:54
16563_leave_Supplier Loading Area_tr2;2023-06-21 08:59:55
16564_leave_Supplier Loading Area_cr100;2023-06-21 08:59:55
16565_leave_Truck Depot_tr6;2023-06-21 09:18:34
16567_leave_Supplier_tr6;2023-06-21 09:21:53
16572_leave_Storage_fl3;2023-06-21 09:47:27
16574_leave_Terminal North_tr4;2023-06-21 09:47:32
16576_leave_Terminal North_fl3;2023-06-21 09:49:41
16577_leave_Terminal North_cr124;2023-06-21 09:49:41
16582_leave_Supplier Loading Area_tr6;2023-06-21 09:59:33
16583_leave_Supplier Loading Area_cr95;2023-06-21 09:59:33
16586_leave_Storage_fl1;2023-06-21 10:09:32
16588_leave_Terminal North_tr2;2023-06-21 10:09:35
16590_leave_Terminal North_fl1;2023-06-21 10:12:30
16591_leave_Terminal North_cr100;2023-06-21 10:12:30
16596_leave_Storage_fl3;2023-06-21 11:39:37
16598_leave_Terminal North_tr6;2023-06-21 11:39:44
16600_leave_Terminal North_fl3;2023-06-21 11:44:10
16601_leave_Terminal North_cr95;2023-06-21 11:44:10
16604_leave_Supplier Loading Area_tr1;2023-06-21 12:02:15
16605_leave_Supplier Loading Area_cr123;2023-06-21 12:02:15
16606_leave_Truck Depot_tr2;2023-06-21 12:54:05
16609_leave_Loading Bay_fl2;2023-06-21 13:52:36
16611_leave_Terminal South_tr1;2023-06-21 13:52:46
16614_leave_Supplier_tr2;2023-06-21 13:58:28
16615_leave_Terminal South_fl2;2023-06-21 15:00:30
16616_leave_Terminal South_cr123;2023-06-21 15:00:30
16621_leave_Supplier Loading Area_tr2;2023-06-21 15:23:33
16622_leave_Supplier Loading Area_cr127;2023-06-21 15:23:33
16625_leave_Storage_fl1;2023-06-21 15:33:51
16627_leave_Terminal North_tr2;2023-06-21 15:33:54
16629_leave_Terminal North_fl1;2023-06-21 15:42:24
16630_leave_Terminal North_cr127;2023-06-21 15:42:24
16633_leave_Truck Depot_tr6;2023-06-21 20:55:59
16634_leave_Truck Depot_tr2;2023-06-21 21:59:36
16635_leave_Storage_fl3;2023-06-22 00:17:16
16637_leave_Truck Depot_tr4;2023-06-22 01:23:19
16638_leave_Truck Depot_tr1;2023-06-22 03:01:35
16639_leave_Storage_fl3;2023-06-22 07:27:08
16640_leave_Storage_cr127;2023-06-22 07:27:08
16644_leave_Supplier_tr1;2023-06-22 07:30:03
16646_leave_Supplier_tr4;2023-06-22 07:48:31
16648_leave_Supplier_tr6;2023-06-22 08:03:49
16650_leave_Supplier_tr2;2023-06-22 08:18:49
16659_leave_Truck Depot_tr3;2023-06-22 10:41:59
16661_leave_Supplier_tr3;2023-06-22 10:54:23
16664_leave_Supplier Loading Area_tr2;2023-06-22 13:25:29
16665_leave_Supplier Loading Area_cr86;2023-06-22 13:25:29
16666_leave_Supplier Loading Area_tr4;2023-06-22 13:31:40
16667_leave_Supplier Loading Area_cr102;2023-06-22 13:31:40
16668_leave_Supplier Loading Area_tr1;2023-06-22 13:34:47
16669_leave_Supplier Loading Area_cr126;2023-06-22 13:34:47
16670_leave_Supplier Loading Area_tr3;2023-06-22 13:36:32
16671_leave_Supplier Loading Area_cr133;2023-06-22 13:36:32
16672_leave_Supplier Loading Area_tr6;2023-06-22 13:37:33
16673_leave_Supplier Loading Area_cr89;2023-06-22 13:37:33
16676_leave_Storage_fl1;2023-06-22 13:37:51
16678_leave_Terminal North_tr2;2023-06-22 13:37:57
16680_leave_Terminal North_fl1;2023-06-22 13:40:42
16681_leave_Terminal North_cr86;2023-06-22 13:40:42
16686_leave_Loading Bay_fl2;2023-06-22 13:44:13
16688_leave_Terminal South_tr4;2023-06-22 13:44:16
16690_leave_Terminal South_fl2;2023-06-22 13:48:47
16691_leave_Terminal South_cr102;2023-06-22 13:48:47
16696_leave_Storage_fl1;2023-06-22 13:48:53
16698_leave_Terminal North_tr3;2023-06-22 13:48:55
16702_leave_Loading Bay_fl3;2023-06-22 13:50:21
16704_leave_Terminal South_tr6;2023-06-22 13:50:28
16706_leave_Terminal North_fl1;2023-06-22 13:54:32
16707_leave_Terminal North_cr133;2023-06-22 13:54:32
16710_leave_Truck Depot_tr2;2023-06-22 14:21:28
16712_leave_Supplier_tr2;2023-06-22 14:27:02
16715_leave_Supplier Loading Area_tr2;2023-06-22 14:51:07
16716_leave_Supplier Loading Area_cr130;2023-06-22 14:51:07
16717_leave_Terminal South_fl3;2023-06-22 14:54:01
16718_leave_Terminal South_cr89;2023-06-22 14:54:01
16723_leave_Loading Bay_fl2;2023-06-22 14:54:34
16725_leave_Terminal South_tr1;2023-06-22 14:54:35
16729_leave_Loading Bay_fl3;2023-06-22 15:52:24
16731_leave_Terminal South_tr2;2023-06-22 15:52:25
16733_leave_Terminal South_fl2;2023-06-22 15:57:49
16734_leave_Terminal South_cr126;2023-06-22 15:57:49
16737_leave_Terminal South_fl3;2023-06-22 15:57:57
16738_leave_Terminal South_cr130;2023-06-22 15:57:57
16741_leave_Truck Depot_tr2;2023-06-23 02:01:42
16742_leave_Truck Depot_tr3;2023-06-23 02:06:29
16744_leave_Supplier_tr2;2023-06-23 07:23:49
16746_leave_Supplier_tr3;2023-06-23 07:30:19
16747_leave_Truck Depot_tr6;2023-06-23 07:47:35
16753_leave_Supplier_tr6;2023-06-23 08:53:35
16754_leave_Supplier Loading Area_tr3;2023-06-23 10:24:08
16755_leave_Supplier Loading Area_cr112;2023-06-23 10:24:08
16758_leave_Storage_fl1;2023-06-23 10:36:29
16760_leave_Terminal North_tr3;2023-06-23 10:36:34
16762_leave_Terminal North_fl1;2023-06-23 10:44:50
16763_leave_Terminal North_cr112;2023-06-23 10:44:50
16766_leave_Loading Bay_vh8;2023-06-23 11:00:00
16767_leave_Supplier Loading Area_tr2;2023-06-23 11:05:31
16768_leave_Supplier Loading Area_cr116;2023-06-23 11:05:31
16769_leave_Truck Depot_tr3;2023-06-23 11:08:47
16771_leave_Supplier_tr3;2023-06-23 11:17:25
16774_leave_Storage_fl1;2023-06-23 11:17:59
16776_leave_Terminal North_tr2;2023-06-23 11:18:05
16778_leave_Terminal North_fl1;2023-06-23 11:22:21
16779_leave_Terminal North_cr116;2023-06-23 11:22:21
16786_leave_Supplier Loading Area_tr6;2023-06-23 11:43:17
16787_leave_Supplier Loading Area_cr64;2023-06-23 11:43:17
16790_leave_Loading Bay_fl3;2023-06-23 11:55:28
16792_leave_Terminal South_tr6;2023-06-23 11:55:33
16794_leave_Supplier Loading Area_tr3;2023-06-23 11:59:05
16795_leave_Supplier Loading Area_cr115;2023-06-23 11:59:05
16796_leave_Truck Depot_tr1;2023-06-23 12:32:25
16798_leave_Supplier_tr1;2023-06-23 13:38:47
16799_leave_Terminal South_fl3;2023-06-23 14:06:31
16800_leave_Terminal South_cr64;2023-06-23 14:06:31
16805_leave_Storage_fl1;2023-06-23 14:13:55
16807_leave_Terminal North_tr3;2023-06-23 14:13:58
16809_leave_Terminal North_fl1;2023-06-23 14:19:53
16810_leave_Terminal North_cr115;2023-06-23 14:19:53
16815_leave_Supplier Loading Area_tr1;2023-06-23 16:04:39
16816_leave_Supplier Loading Area_cr128;2023-06-23 16:04:39
16819_leave_Storage_fl1;2023-06-23 16:20:02
16821_leave_Terminal North_tr1;2023-06-23 16:20:13
16823_leave_Terminal North_fl1;2023-06-23 16:25:24
16824_leave_Terminal North_cr128;2023-06-23 16:25:24
16827_leave_Truck Depot_tr1;2023-06-23 19:32:25
16829_leave_Truck Depot_tr2;2023-06-24 12:36:19
16830_leave_Truck Depot_tr5;2023-06-24 17:48:23
16831_leave_Truck Depot_tr4;2023-06-24 19:19:56
16832_leave_Truck Depot_tr3;2023-06-25 00:55:04
16833_leave_Truck Depot_tr6;2023-06-25 02:12:27
16834_leave_Storage_fl1;2023-06-26 02:49:27
16835_leave_Loading Bay_fl2;2023-06-26 02:49:27
16838_leave_Loading Bay_fl3;2023-06-26 02:49:27
16841_leave_Supplier_tr4;2023-06-26 07:28:37
16843_leave_Supplier_tr6;2023-06-26 07:35:55
16845_leave_Supplier_tr1;2023-06-26 07:40:36
16846_leave_Storage_fl2;2023-06-26 07:53:27
16847_leave_Storage_cr65;2023-06-26 07:53:27
16850_leave_Storage_fl1;2023-06-26 07:54:32
16851_leave_Storage_cr80;2023-06-26 07:54:32
16854_leave_Storage_fl3;2023-06-26 07:54:56
16855_leave_Storage_cr73;2023-06-26 07:54:56
16860_leave_Supplier_tr2;2023-06-26 07:58:28
16861_leave_Supplier_tr5;2023-06-26 07:58:29
16863_leave_Supplier_tr3;2023-06-26 08:17:03
16866_leave_Loading Bay_fl1;2023-06-26 08:55:09
16870_leave_Storage_fl1;2023-06-26 08:59:50
16871_leave_Storage_cr79;2023-06-26 08:59:50
16874_leave_Loading Bay_fl3;2023-06-26 09:01:12
16876_leave_Loading Bay_fl2;2023-06-26 09:02:46
16878_leave_Storage_fl2;2023-06-26 09:04:39
16879_leave_Storage_cr77;2023-06-26 09:04:39
16882_leave_Loading Bay_fl2;2023-06-26 09:05:22
16886_leave_Storage_fl3;2023-06-26 09:05:29
16887_leave_Storage_cr72;2023-06-26 09:05:29
16890_leave_Storage_fl2;2023-06-26 09:08:11
16891_leave_Storage_cr71;2023-06-26 09:08:11
16900_leave_Supplier Loading Area_tr5;2023-06-26 10:08:51
16901_leave_Supplier Loading Area_cr139;2023-06-26 10:08:51
16902_leave_Supplier Loading Area_tr4;2023-06-26 10:44:03
16903_leave_Supplier Loading Area_cr88;2023-06-26 10:44:03
16906_leave_Loading Bay_fl2;2023-06-26 10:53:39
16908_leave_Terminal South_tr5;2023-06-26 10:53:42
16910_leave_Truck Depot_tr5;2023-06-26 10:53:42
16911_leave_Supplier Loading Area_tr2;2023-06-26 10:54:46
16912_leave_Supplier Loading Area_cr121;2023-06-26 10:54:46
16913_leave_Supplier Loading Area_tr3;2023-06-26 10:55:02
16914_leave_Supplier Loading Area_cr120;2023-06-26 10:55:02
16915_leave_Terminal South_fl2;2023-06-26 10:58:04
16916_leave_Terminal South_cr139;2023-06-26 10:58:04
16919_leave_Supplier Loading Area_tr1;2023-06-26 11:57:38
16920_leave_Supplier Loading Area_cr125;2023-06-26 11:57:38
16922_leave_Supplier_tr5;2023-06-26 11:59:39
16925_leave_Loading Bay_fl3;2023-06-26 12:00:39
16929_leave_Loading Bay_fl1;2023-06-26 12:00:57
16933_leave_Loading Bay_fl2;2023-06-26 12:12:14
16935_leave_Terminal North_tr2;2023-06-26 13:00:42
16937_leave_Truck Depot_tr2;2023-06-26 13:00:42
16938_leave_Terminal South_tr3;2023-06-26 13:01:03
16940_leave_Truck Depot_tr3;2023-06-26 13:01:03
16941_leave_Terminal North_fl3;2023-06-26 13:04:15
16942_leave_Terminal North_cr121;2023-06-26 13:04:15
16946_leave_Supplier_tr2;2023-06-26 13:08:57
16948_leave_Supplier_tr3;2023-06-26 13:11:37
16949_leave_Terminal North_tr4;2023-06-26 13:12:22
16951_leave_Truck Depot_tr4;2023-06-26 13:12:22
16952_leave_Terminal South_fl1;2023-06-26 13:13:14
16953_leave_Terminal South_cr120;2023-06-26 13:13:14
16957_leave_Supplier_tr4;2023-06-26 13:18:46
16958_leave_Terminal North_fl2;2023-06-26 13:19:32
16959_leave_Terminal North_cr88;2023-06-26 13:19:32
16968_leave_Supplier Loading Area_tr6;2023-06-26 14:09:39
16969_leave_Supplier Loading Area_cr119;2023-06-26 14:09:39
16974_leave_Loading Bay_fl1;2023-06-26 14:49:59
16976_leave_Terminal South_tr1;2023-06-26 14:50:00
16978_leave_Truck Depot_tr1;2023-06-26 14:50:00
16981_leave_Storage_fl3;2023-06-26 14:53:57
16983_leave_Terminal South_tr6;2023-06-26 14:53:59
16985_leave_Truck Depot_tr6;2023-06-26 14:53:59
16986_leave_Supplier Loading Area_tr2;2023-06-26 14:58:51
16987_leave_Supplier Loading Area_cr131;2023-06-26 14:58:51
16988_leave_Terminal South_fl3;2023-06-26 14:58:55
16989_leave_Terminal South_cr119;2023-06-26 14:58:55
16992_leave_Terminal South_fl1;2023-06-26 15:55:10
16993_leave_Terminal South_cr125;2023-06-26 15:55:10
16997_leave_Supplier_tr1;2023-06-26 15:56:27
16999_leave_Supplier_tr6;2023-06-26 16:02:53
17002_leave_Storage_fl2;2023-06-26 16:41:46
17004_leave_Terminal North_tr2;2023-06-26 16:41:53
17006_leave_Truck Depot_tr2;2023-06-26 16:41:53
17007_leave_Terminal North_fl2;2023-06-26 16:44:49
17008_leave_Terminal North_cr131;2023-06-26 16:44:49
17014_leave_Supplier_tr2;2023-06-26 17:46:49
17017_leave_Supplier Loading Area_tr5;2023-06-27 07:47:00
17018_leave_Supplier Loading Area_cr122;2023-06-27 07:47:00
17023_leave_Storage_fl2;2023-06-27 08:54:24
17025_leave_Terminal North_tr5;2023-06-27 08:54:27
17027_leave_Truck Depot_tr5;2023-06-27 08:54:27
17028_leave_Supplier Loading Area_tr3;2023-06-27 09:08:25
17029_leave_Supplier Loading Area_cr132;2023-06-27 09:08:25
17030_leave_Supplier Loading Area_tr1;2023-06-27 09:10:49
17031_leave_Supplier Loading Area_cr138;2023-06-27 09:10:49
17034_leave_Loading Bay_fl3;2023-06-27 09:18:08
17036_leave_Terminal North_tr3;2023-06-27 09:18:16
17038_leave_Truck Depot_tr3;2023-06-27 09:18:16
17039_leave_Supplier Loading Area_tr2;2023-06-27 09:19:47
17040_leave_Supplier Loading Area_cr148;2023-06-27 09:19:47
17041_leave_Supplier Loading Area_tr6;2023-06-27 09:20:30
17042_leave_Supplier Loading Area_cr141;2023-06-27 09:20:30
17045_leave_Loading Bay_fl1;2023-06-27 09:20:56
17047_leave_Terminal North_tr1;2023-06-27 09:20:59
17049_leave_Truck Depot_tr1;2023-06-27 09:20:59
17050_leave_Terminal North_fl3;2023-06-27 09:23:19
17051_leave_Terminal North_cr132;2023-06-27 09:23:19
17054_leave_Terminal North_fl1;2023-06-27 09:23:26
17055_leave_Terminal North_cr138;2023-06-27 09:23:26
17059_leave_Supplier_tr1;2023-06-27 09:26:30
17061_leave_Supplier_tr3;2023-06-27 09:29:54
17066_leave_Supplier Loading Area_tr3;2023-06-27 09:52:50
17067_leave_Supplier Loading Area_cr143;2023-06-27 09:52:50
17068_leave_Terminal North_fl2;2023-06-27 09:55:40
17069_leave_Terminal North_cr122;2023-06-27 09:55:40
17072_leave_Supplier Loading Area_tr4;2023-06-27 09:57:14
17073_leave_Supplier Loading Area_cr142;2023-06-27 09:57:14
17076_leave_Storage_fl3;2023-06-27 09:59:39
17078_leave_Terminal North_tr2;2023-06-27 09:59:42
17080_leave_Truck Depot_tr2;2023-06-27 09:59:42
17082_leave_Supplier_tr5;2023-06-27 10:02:39
17085_leave_Storage_fl1;2023-06-27 10:20:41
17087_leave_Terminal North_tr6;2023-06-27 10:20:42
17089_leave_Truck Depot_tr6;2023-06-27 10:20:42
17092_leave_Terminal North_fl1;2023-06-27 10:23:34
17093_leave_Terminal North_cr141;2023-06-27 10:23:34
17097_leave_Supplier_tr6;2023-06-27 10:30:27
17098_leave_Supplier Loading Area_tr5;2023-06-27 10:35:47
17099_leave_Supplier Loading Area_cr90;2023-06-27 10:35:47
17102_leave_Storage_fl2;2023-06-27 10:45:49
17104_leave_Terminal South_tr5;2023-06-27 10:45:51
17106_leave_Truck Depot_tr5;2023-06-27 10:45:51
17109_leave_Storage_fl1;2023-06-27 10:55:40
17111_leave_Terminal North_tr3;2023-06-27 10:55:43
17113_leave_Truck Depot_tr3;2023-06-27 10:55:43
17115_leave_Supplier_tr5;2023-06-27 10:56:31
17116_leave_Terminal South_fl2;2023-06-27 10:58:09
17117_leave_Terminal South_cr90;2023-06-27 10:58:09
17121_leave_Loading Bay_vh9;2023-06-27 11:00:00
17122_leave_Terminal North_fl3;2023-06-27 11:01:30
17123_leave_Terminal North_cr148;2023-06-27 11:01:30
17126_leave_Supplier Loading Area_tr1;2023-06-27 11:02:56
17127_leave_Supplier Loading Area_cr105;2023-06-27 11:02:56
17129_leave_Supplier_tr2;2023-06-27 11:03:46
17132_leave_Storage_fl3;2023-06-27 11:04:25
17134_leave_Terminal North_tr4;2023-06-27 11:04:29
17136_leave_Truck Depot_tr4;2023-06-27 11:04:29
17138_leave_Supplier_tr4;2023-06-27 11:08:08
17139_leave_Terminal North_fl3;2023-06-27 11:11:43
17140_leave_Terminal North_cr142;2023-06-27 11:11:43
17145_leave_Storage_fl3;2023-06-27 11:12:54
17147_leave_Terminal North_tr1;2023-06-27 11:13:02
17149_leave_Truck Depot_tr1;2023-06-27 11:13:02
17150_leave_Terminal North_fl3;2023-06-27 11:20:21
17151_leave_Terminal North_cr105;2023-06-27 11:20:21
17155_leave_Supplier_tr1;2023-06-27 11:21:09
17160_leave_Terminal North_fl1;2023-06-27 12:00:16
17161_leave_Terminal North_cr143;2023-06-27 12:00:16
17169_leave_Supplier_tr3;2023-06-27 13:02:27
17174_leave_Supplier Loading Area_tr3;2023-06-27 14:19:22
17175_leave_Supplier Loading Area_cr147;2023-06-27 14:19:22
17176_leave_Supplier Loading Area_tr2;2023-06-27 14:27:22
17177_leave_Supplier Loading Area_cr135;2023-06-27 14:27:22
17180_leave_Storage_fl3;2023-06-27 14:29:19
17182_leave_Terminal North_tr3;2023-06-27 14:29:29
17184_leave_Truck Depot_tr3;2023-06-27 14:29:29
17185_leave_Supplier Loading Area_tr5;2023-06-27 14:30:06
17186_leave_Supplier Loading Area_cr150;2023-06-27 14:30:06
17187_leave_Supplier Loading Area_tr4;2023-06-27 14:31:08
17188_leave_Supplier Loading Area_cr151;2023-06-27 14:31:08
17189_leave_Terminal North_fl3;2023-06-27 14:32:10
17190_leave_Terminal North_cr147;2023-06-27 14:32:10
17193_leave_Supplier Loading Area_tr6;2023-06-27 14:32:14
17194_leave_Supplier Loading Area_cr137;2023-06-27 14:32:14
17197_leave_Storage_fl1;2023-06-27 14:39:54
17199_leave_Terminal North_tr5;2023-06-27 14:39:59
17201_leave_Truck Depot_tr5;2023-06-27 14:39:59
17204_leave_Storage_fl3;2023-06-27 14:41:24
17206_leave_Terminal North_tr4;2023-06-27 14:41:30
17209_leave_Supplier_tr3;2023-06-27 14:42:10
17210_leave_Terminal North_fl1;2023-06-27 14:44:13
17211_leave_Terminal North_cr150;2023-06-27 14:44:13
17214_leave_Terminal North_fl3;2023-06-27 14:45:51
17215_leave_Terminal North_cr151;2023-06-27 14:45:51
17219_leave_Supplier_tr5;2023-06-27 14:48:56
17220_leave_Supplier Loading Area_tr1;2023-06-27 15:01:47
17221_leave_Supplier Loading Area_cr149;2023-06-27 15:01:47
17224_leave_Storage_fl1;2023-06-27 15:11:54
17226_leave_Terminal North_tr1;2023-06-27 15:11:56
17228_leave_Terminal North_fl1;2023-06-27 15:16:36
17229_leave_Terminal North_cr149;2023-06-27 15:16:36
17234_leave_Storage_fl3;2023-06-27 15:34:42
17236_leave_Terminal North_tr2;2023-06-27 15:34:52
17238_leave_Terminal North_fl3;2023-06-27 15:38:24
17239_leave_Terminal North_cr135;2023-06-27 15:38:24
17246_leave_Storage_fl1;2023-06-27 15:44:33
17248_leave_Terminal North_tr6;2023-06-27 15:44:37
17250_leave_Terminal North_fl1;2023-06-27 15:46:30
17251_leave_Terminal North_cr137;2023-06-27 15:46:30
17256_leave_Supplier Loading Area_tr3;2023-06-27 15:59:57
17257_leave_Supplier Loading Area_cr93;2023-06-27 15:59:57
17260_leave_Storage_fl3;2023-06-27 17:12:31
17262_leave_Terminal North_tr3;2023-06-27 17:12:42
17264_leave_Supplier Loading Area_tr5;2023-06-27 17:18:24
17265_leave_Supplier Loading Area_cr134;2023-06-27 17:18:24
17266_leave_Terminal North_fl3;2023-06-27 17:38:24
17267_leave_Terminal North_cr93;2023-06-27 17:38:24
17272_leave_Storage_fl1;2023-06-27 17:50:54
17274_leave_Terminal North_tr5;2023-06-27 17:51:10
17276_leave_Terminal North_fl1;2023-06-27 18:55:38
17277_leave_Terminal North_cr134;2023-06-27 18:55:38
17280_leave_Truck Depot_tr5;2023-06-27 20:10:34
17281_leave_Truck Depot_tr2;2023-06-27 23:06:17
17282_leave_Truck Depot_tr4;2023-06-28 01:19:10
17283_leave_Truck Depot_tr3;2023-06-28 03:19:44
17285_leave_Supplier_tr4;2023-06-28 07:27:51
17287_leave_Supplier_tr2;2023-06-28 07:29:44
17289_leave_Supplier_tr5;2023-06-28 07:37:44
17291_leave_Supplier_tr3;2023-06-28 07:38:59
17300_leave_Supplier Loading Area_tr2;2023-06-28 10:49:52
17301_leave_Supplier Loading Area_cr145;2023-06-28 10:49:52
17302_leave_Supplier Loading Area_tr4;2023-06-28 10:54:12
17303_leave_Supplier Loading Area_cr159;2023-06-28 10:54:12
17304_leave_Supplier Loading Area_tr3;2023-06-28 10:59:07
17305_leave_Supplier Loading Area_cr146;2023-06-28 10:59:07
17306_leave_Truck Depot_tr1;2023-06-28 11:41:28
17308_leave_Supplier_tr1;2023-06-28 11:49:29
17311_leave_Storage_fl3;2023-06-28 11:58:18
17313_leave_Terminal North_tr4;2023-06-28 11:58:19
17317_leave_Storage_fl1;2023-06-28 12:19:39
17321_leave_Loading Bay_fl2;2023-06-28 12:38:08
17323_leave_Supplier Loading Area_tr5;2023-06-28 13:03:30
17324_leave_Supplier Loading Area_cr92;2023-06-28 13:03:30
17325_leave_Terminal North_tr2;2023-06-28 13:19:45
17327_leave_Terminal North_fl1;2023-06-28 13:24:05
17328_leave_Terminal North_cr145;2023-06-28 13:24:05
17331_leave_Terminal South_tr3;2023-06-28 13:38:09
17333_leave_Terminal South_fl2;2023-06-28 13:43:44
17334_leave_Terminal South_cr146;2023-06-28 13:43:44
17339_leave_Loading Bay_fl2;2023-06-28 13:53:18
17341_leave_Terminal South_tr5;2023-06-28 13:53:20
17343_leave_Terminal South_fl2;2023-06-28 14:58:51
17344_leave_Terminal South_cr92;2023-06-28 14:58:51
17347_leave_Terminal North_fl3;2023-06-28 15:00:08
17348_leave_Terminal North_cr159;2023-06-28 15:00:08
17353_leave_Supplier Loading Area_tr1;2023-06-28 15:17:49
17354_leave_Supplier Loading Area_cr161;2023-06-28 15:17:49
17357_leave_Storage_fl1;2023-06-28 15:27:48
17359_leave_Terminal North_tr1;2023-06-28 15:27:50
17361_leave_Terminal North_fl1;2023-06-28 15:36:37
17362_leave_Terminal North_cr161;2023-06-28 15:36:37
17365_leave_Truck Depot_tr4;2023-06-28 16:13:47
17367_leave_Supplier_tr4;2023-06-28 16:23:21
17370_leave_Storage_fl3;2023-06-28 18:49:31
17371_leave_Storage_fl1;2023-06-28 18:49:31
17374_leave_Loading Bay_fl2;2023-06-28 18:49:31
17376_leave_Supplier Loading Area_tr4;2023-06-28 19:20:14
17377_leave_Supplier Loading Area_cr136;2023-06-28 19:20:14
17378_leave_Storage_fl1;2023-06-29 07:53:26
17379_leave_Storage_cr149;2023-06-29 07:53:26
17382_leave_Storage_fl2;2023-06-29 07:55:27
17383_leave_Storage_cr147;2023-06-29 07:55:27
17386_leave_Storage_fl3;2023-06-29 07:56:56
17387_leave_Storage_cr148;2023-06-29 07:56:56
17390_leave_Loading Bay_fl1;2023-06-29 07:57:52
17394_leave_Loading Bay_fl2;2023-06-29 08:57:01
17396_leave_Terminal North_tr4;2023-06-29 08:57:14
17398_leave_Loading Bay_fl3;2023-06-29 08:57:28
17400_leave_Storage_fl1;2023-06-29 08:58:02
17401_leave_Storage_cr143;2023-06-29 08:58:02
17404_leave_Storage_fl3;2023-06-29 08:59:57
17405_leave_Storage_cr88;2023-06-29 08:59:57
17408_leave_Loading Bay_fl1;2023-06-29 10:00:48
17410_leave_Terminal North_fl2;2023-06-29 10:01:42
17411_leave_Terminal North_cr136;2023-06-29 10:01:42
17414_leave_Storage_fl2;2023-06-29 10:01:42
17416_leave_Loading Bay_fl3;2023-06-29 10:03:00
17418_leave_Storage_fl1;2023-06-29 10:03:50
17419_leave_Storage_cr151;2023-06-29 10:03:50
17422_leave_Storage_fl2;2023-06-29 10:04:04
17423_leave_Storage_cr60;2023-06-29 10:04:04
17426_leave_Loading Bay_fl1;2023-06-29 10:04:28
17428_leave_Storage_fl3;2023-06-29 10:05:21
17429_leave_Storage_cr59;2023-06-29 10:05:21
17432_leave_Storage_fl1;2023-06-29 10:07:03
17433_leave_Storage_cr161;2023-06-29 10:07:03
17436_leave_Loading Bay_fl1;2023-06-29 10:08:17
17438_leave_Loading Bay_fl2;2023-06-29 10:10:07
17440_leave_Storage_fl2;2023-06-29 10:11:59
17441_leave_Storage_cr133;2023-06-29 10:11:59
17444_leave_Storage_fl1;2023-06-29 10:12:56
17445_leave_Storage_cr150;2023-06-29 10:12:56
17448_leave_Truck Depot_tr1;2023-06-29 23:43:30
17449_leave_Truck Depot_tr4;2023-06-30 04:08:45
17451_leave_Supplier_tr4;2023-06-30 07:31:21
17453_leave_Supplier_tr1;2023-06-30 08:10:34
17458_leave_Supplier Loading Area_tr1;2023-06-30 09:25:36
17459_leave_Supplier Loading Area_cr154;2023-06-30 09:25:36
17460_leave_Supplier Loading Area_tr4;2023-06-30 09:27:53
17461_leave_Supplier Loading Area_cr153;2023-06-30 09:27:53
17464_leave_Loading Bay_fl3;2023-06-30 09:37:57
17466_leave_Terminal South_tr1;2023-06-30 09:38:02
17468_leave_Terminal South_fl3;2023-06-30 09:40:26
17469_leave_Terminal South_cr154;2023-06-30 09:40:26
17474_leave_Loading Bay_fl2;2023-06-30 09:40:27
